userName,content,score,at,sentiment,clean_text
مصطفى اليمني,تجربه جدا روعه وتكلفه بسيطه وسريعه,5,2025-07-01 00:02:21,positive,تجربه جدا روعه وتكلفه بسيطه وسريعه
عمرخالد الجحدري,ررايع,5,2025-06-30 23:02:44,positive,ررايع
Mohamed Rady,ممتاز,5,2025-06-30 22:29:55,positive,ممتاز
عمرو عمران,ممتاز,5,2025-06-30 22:04:51,positive,ممتاز
Mohsen AboAmera,مميزه,5,2025-06-30 21:45:06,positive,مميزه
Mohameed Ashraf,جامد اوي,5,2025-06-30 21:34:23,positive,جامد اوي
Hady,رائعة للغاية,5,2025-06-30 21:14:04,positive,رائعه للغايه
عياش الهلالي,حلو,1,2025-06-30 20:47:39,negative,حلو
Sally Hussien,رائعه,5,2025-06-30 19:35:32,positive,رائعه
Ahmed Ibrahim,ممتاز,5,2025-06-30 19:34:45,positive,ممتاز
Hany Hany Hasab-allh,مريح,5,2025-06-30 19:33:52,positive,مريح
علي الله حكايتناا,كابتن ذوق راقي و محترم شكرا جدا,5,2025-06-30 19:31:07,positive,كابتن ذوق راقي محترم شكرا جدا
Ayman Hassaan,ممتاز,5,2025-06-30 19:29:00,positive,ممتاز
عمرو ابو يارا,سائق محترم ورحلة سهله,5,2025-06-30 18:53:19,positive,سائق محترم ورحله سهله
نعمات عبدالبصير,ممتازه وشكرآ لكم,5,2025-06-30 18:37:19,positive,ممتازه وشكرا
Abdo Mohamed,جيده,5,2025-06-30 18:28:01,positive,جيده
Mohamed Medhat,ممتازة,5,2025-06-30 18:23:13,positive,ممتازه
فهد,ممتاااااااااااز جدااااالا👍,5,2025-06-30 18:12:58,positive,ممتاااااااااااز جدااااالا
يوسف الشريف,ممتاز جدا,5,2025-06-30 18:10:22,positive,ممتاز جدا
AHMAD MAHMAD,ممتازة,5,2025-06-30 17:56:14,positive,ممتازه
سامي فطيس,راااائع جدا جدا,5,2025-06-30 17:50:54,positive,راااائع جدا جدا
ElSayed Abdelrazek,ممتاز,5,2025-06-30 17:35:14,positive,ممتاز
عبدالملك الفقيه,افضل سعر من بين كل التطبيقات صراحه,5,2025-06-30 16:55:34,positive,افضل سعر التطبيقات صراحه
hema elshaer,تطبيق رائع,5,2025-06-30 16:39:11,positive,رائع
Anwar Ahmed,بعض السائقين يلغوا المشوار ويغرموني انا ومعرفش اوصلة هو او الشركة,1,2025-06-30 16:37:03,negative,السائقين يلغوا المشوار ويغرموني ومعرفش اوصله الشركه
Ahmed Gana,ممتازه,1,2025-06-30 16:24:58,negative,ممتازه
Mostafa Salem,فوق الرائعة احسن من اندرايف اللي مخلي السواق مش عاجبة اي مبلغ و عاوز تسعيره ع دماغه,5,2025-06-30 15:47:50,positive,الرائعه احسن اندرايف اللي مخلي السواق مش عاجبه اي مبلغ عاوز تسعيره دماغه
Saeed Elhgdry,خدمه ممتازه جدا,5,2025-06-30 15:15:40,positive,خدمه ممتازه جدا
Asmaa abdalgany,ممتاز,5,2025-06-30 14:34:04,positive,ممتاز
Malak Saady,تطبيق سيئ وبيسرق فلوس الركاب والكباتن,1,2025-06-30 14:15:51,negative,سيئ وبيسرق فلوس الركاب والكباتن
Fjdn Dnnd,ممتاز,5,2025-06-30 13:42:56,positive,ممتاز
شكري الهتار,حلو,5,2025-06-30 13:38:00,positive,حلو
عدنان عدنان,ماشاء الله احترام ونضافة عالية الجودة,5,2025-06-30 13:27:45,positive,ماشاء الله احترام ونضافه عاليه الجوده
Mohsen Qandeel,ممتاز سائق ممتازه جدا,5,2025-06-30 13:12:09,positive,ممتاز سائق ممتازه جدا
Lila Abdo,حلو جدا,5,2025-06-30 13:02:21,positive,حلو جدا
معين الجماعي,افضل برنامج,5,2025-06-30 11:59:38,positive,افضل
محمد الغرباوي,كويسين,5,2025-06-30 11:53:50,positive,كويسين
محمد عادل,بيديني سعر وبجي اوصل بيديني سعر اعلا بكتير,2,2025-06-30 11:34:20,negative,بيديني سعر وبجي اوصل بيديني سعر اعلا بكتير
akram karbooj,beautiful,5,2025-06-30 09:42:18,positive,
ابوبكر محمد,ممتاز,5,2025-06-30 09:34:42,positive,ممتاز
Ahmed A-sharif,تطبيق ممتاز🥰,5,2025-06-30 09:15:50,positive,ممتاز
Mohamed Elnahas,جيد,5,2025-06-30 09:04:13,positive,جيد
maher kamal,رائعه,5,2025-06-30 09:00:43,positive,رائعه
momen memo,ممتازه,5,2025-06-30 08:56:18,positive,ممتازه
خالد,ممتاز,5,2025-06-30 08:54:43,positive,ممتاز
moaz boody,افضل برنامج,5,2025-06-30 08:42:07,positive,افضل
بسام صديق,ممتاز,5,2025-06-30 08:25:04,positive,ممتاز
Mohamed Sayed,ابلكيشن ممتاز جدا,5,2025-06-30 07:56:40,positive,ابلكيشن ممتاز جدا
Majde Hashem,جيده,5,2025-06-30 07:51:46,positive,جيده
Eiman Sami,تطبيق ممتاز أنصح باستخدامه,5,2025-06-30 07:47:52,positive,ممتاز انصح باستخدامه
سعد الخزمري,جميع مشاويري مع اوبر مميزة,5,2025-06-30 07:32:24,positive,مشاويري اوبر مميزه
Mohamed Salah Salah,ممتازة,5,2025-06-30 07:01:23,positive,ممتازه
Nasr Nasr,روووعه,5,2025-06-30 06:49:56,positive,روووعه
Yousef Nady,التطبيق بسفير الأماكن علي مزاجة أو فيه خطاء فني ودفعت مصاريف زيادة جدا النهاردة حسبي الله ونعم الوكيل,1,2025-06-30 06:49:10,negative,التطبيق بسفير الاماكن مزاجه خطاء فني ودفعت مصاريف زياده جدا النهارده حسبي الله ونعم الوكيل
Radwa Khaled,خدمه فوق عن ممتازه المهم الاستمرار بنفس الكفاءة,5,2025-06-30 06:25:20,positive,خدمه ممتازه المهم الاستمرار بنفس الكفاءه
Abu Amrh,تجربة ممتازة,4,2025-06-30 06:18:07,positive,تجربه ممتازه
Ahmed,رائع,5,2025-06-30 05:55:29,positive,رائع
بوسى المغربي,جميل,4,2025-06-30 05:51:16,positive,جميل
Sayed Mohamed,ممتاز جدا,4,2025-06-30 04:42:16,positive,ممتاز جدا
بيبو سنويي,لم يأتي الكابتن وبتفرضو علينا فلوس هو واقف في مكانو لم يتحرك,1,2025-06-30 04:12:19,negative,ياتي الكابتن وبتفرضو علينا فلوس واقف مكانو يتحرك
عبدالرحمن عبدالله,ممتاذ,5,2025-06-30 02:41:14,positive,ممتاذ
Asem Omar,جيدة,1,2025-06-30 01:38:23,negative,جيده
Abubaker,ممتاز,5,2025-06-30 00:53:05,positive,ممتاز
Mohammmed yahya AL-salahi,يستاهل الخمس نجمات,5,2025-06-30 00:38:42,positive,يستاهل الخمس نجمات
Ahmed Mohamed,ممتاز,5,2025-06-30 00:33:05,positive,ممتاز
احمد محمد ابو نصر,تجربه قيمه وأخلاقه كويسه وكبتن محطرم,5,2025-06-30 00:03:22,positive,تجربه قيمه واخلاقه كويسه وكبتن محطرم
أحمد مير,ناااايس,5,2025-06-29 23:32:08,positive,ناااايس
a,تطبيق جدا ً رائع وكل من قابلتهم سائقي اوبر رائعين في تعاملهم واخلاقهم العالية ويفرض اوبر اسعاره الممتازه 👍👍✅,5,2025-06-29 23:18:08,positive,جدا رائع وكل قابلتهم سائقي اوبر رائعين تعاملهم واخلاقهم العاليه ويفرض اوبر اسعاره الممتازه
أحمد بوشيحه,ممتازة,5,2025-06-29 22:54:01,positive,ممتازه
مصطفى بدوي,جميل ❤,5,2025-06-29 22:23:30,positive,جميل
ال الشيبه,مره ممتاز يعطيكم العافيه يارب,5,2025-06-29 22:23:13,positive,مره ممتاز يعطيكم العافيه يارب
g,تطبيق رااائع,5,2025-06-29 22:13:26,positive,رااائع
Metwally Adel,❤️❤️,5,2025-06-29 22:05:56,positive,
Engy Abdelsamea,جيده,1,2025-06-29 21:11:18,negative,جيده
Toty Alsayed,جامد بصراحه,5,2025-06-29 20:40:39,positive,جامد بصراحه
Mohamed,أسعار أوبر باص مرتفعة جدآ . للأسف الكباتن أغلبيتهم مشغولين بالتليفون وهم في الرحلة وطبعا مواعيدهم في الحضور غير مظبوطه متأخرين دائما والمواعيد في رمضان بدري جدا ولايوجد خط من المقطم حتى شارع التسعين الشمالي المتاح للأسف للتسعين الجنوبي فقط فبقترح على حضارتكم عمل خط للتجمع الخامس يوصل للتسعين الشمالي من أوله . للأسف بالأمس ركبت مع سواق سيارة من عند النادي الأهلي إلى الهضبة الوسطى لم يكن جهاز التكييف شغال أكتر الكباتن بتوفر وترشد تشغيل التكييف وعملت شكوى ولا أي أحد يجيب عليك او يعبرك برنامج فاشل .,1,2025-06-29 20:18:53,negative,اسعار اوبر باص مرتفعه جدا للاسف الكباتن اغلبيتهم مشغولين بالتليفون وهم الرحله وطبعا مواعيدهم الحضور مظبوطه متاخرين دائما والمواعيد رمضان بدري جدا ولايوجد خط المقطم حتي شارع التسعين الشمالي المتاح للاسف للتسعين الجنوبي فقط فبقترح حضارتكم عمل خط للتجمع الخامس يوصل للتسعين الشمالي اوله للاسف بالامس ركبت سواق سياره النادي الاهلي الي الهضبه الوسطي يكن جهاز التكييف شغال اكتر الكباتن بتوفر وترشد تشغيل التكييف وعملت شكوي اي احد يجيب يعبرك فاشل
سعديه مسعود,جميل,5,2025-06-29 19:59:51,positive,جميل
محمد عاطف محمد عاطف,Excellent,5,2025-06-29 19:55:10,positive,
hussein sharif,"Excellente candidature, vous vous sentez parfaitement à l'aise. Merci beaucoup.",5,2025-06-29 19:14:41,positive,
Samy Alaa,برنامج جيد جدا,5,2025-06-29 19:03:24,positive,جيد جدا
Basnt Ali,ممتاز جداً,5,2025-06-29 17:55:55,positive,ممتاز جدا
محمد علي أسعد,جميل جداً,5,2025-06-29 17:48:01,positive,جميل جدا
Abbas abdalmonem Abbas,خدمة ممتازة جدا,5,2025-06-29 17:35:14,positive,خدمه ممتازه جدا
Radwa Samir,مدة الانتظار كبيرة جدااا تصل لساعات وطرق الدفع بتنحصر اوقات كتير فى الدفع بالفيزا وليس نقدى,1,2025-06-29 17:29:03,negative,مده الانتظار كبيره جدااا تصل لساعات وطرق الدفع بتنحصر اوقات كتير الدفع بالفيزا وليس نقدي
عرفه علي أبو علي,جميل,5,2025-06-29 17:26:19,positive,جميل
مجدى سيد,خدمه ممتازه,5,2025-06-29 17:14:27,positive,خدمه ممتازه
Alaaeldien Osman,تجربة جميلة جدا,5,2025-06-29 17:11:31,positive,تجربه جميله جدا
Syhtoas 124,اسوء تطبيق نقل زكي واوسخ خدمه عملاء,1,2025-06-29 16:40:26,negative,اسوء نقل زكي واوسخ خدمه عملاء
Aml Mohamed,ممتاز,5,2025-06-29 16:37:04,positive,ممتاز
asmhanmohmmed alsdeg,مريح وأمن وسريع ماشاءالله,5,2025-06-29 16:32:44,positive,مريح وامن وسريع ماشاءالله
Hheshaa hheshaa,ممتازه,5,2025-06-29 16:18:25,positive,ممتازه
Nafisa Mohammed,تطبيق مميز جداً ،لكن الرجاء الطلب من جميع السائقين تشغيل مكيف الهواء في كا رحله,5,2025-06-29 15:22:43,positive,مميز جدا ،لكن الرجاء الطلب السائقين تشغيل مكيف الهواء كا رحله
عمرو رمضان احمد,تجربه ممتازه وساءقين محترمين وسيارات ممتازه,5,2025-06-29 15:00:08,positive,تجربه ممتازه وساءقين محترمين وسيارات ممتازه
حماده الطيب,متميز,5,2025-06-29 14:39:43,positive,متميز
محمد جمعه,ممتاز,5,2025-06-29 14:29:05,positive,ممتاز
محمد حواش,جميله,5,2025-06-29 14:02:15,positive,جميله
فضيل محمد صالح,لماذا أخذت مني أكثر من ،،38,1,2025-06-29 13:12:42,negative,لماذا اخذت مني اكثر ،،
mira mika,جيد,5,2025-06-29 13:04:37,positive,جيد
Mourad Mourad Wagih,ممتاز,5,2025-06-29 12:40:24,positive,ممتاز
Heba Akram,ممتاز وخصومات هائلة ومستمرة,5,2025-06-29 12:34:10,positive,ممتاز وخصومات هائله ومستمره
Ahmed Abd Elmohsen,السوق لم يعجب ب المشوار يروح يكنسل ومش عارف الاسعار مش مظبوطه اواقات كتير ومفيش اى اهتمام ب العمله ويكون فى متابعه فى السوق اللذي يكون موجود فى هذا الابلكيشن,3,2025-06-29 12:22:16,neutral,السوق يعجب المشوار يروح يكنسل ومش عارف الاسعار مش مظبوطه اواقات كتير ومفيش اي اهتمام العمله ويكون متابعه السوق اللذي يكون موجود الابلكيشن
Mohamed Shousha,ممتاز جدا,5,2025-06-29 12:15:12,positive,ممتاز جدا
هادي مرعي,برنامج رائع جدا,5,2025-06-29 12:05:35,positive,رائع جدا
AbdelFattah Mohammed,أوبر في هبوط قوي مقارنه ب الشركات المنافسه تأخر في البحث عن السائقين التطبيق نفسه صاير يهنج و يعلق كثير اتمنى من شركه أوبر تراجع نفسها و تحسن من نفسها مقارنة بالشركات المنافسه,1,2025-06-29 11:43:21,negative,اوبر هبوط قوي مقارنه الشركات المنافسه تاخر البحث السائقين التطبيق نفسه صاير يهنج يعلق كثير اتمني شركه اوبر تراجع نفسها تحسن نفسها مقارنه بالشركات المنافسه
